response,seq_type,id,model,rank,target_length,sub-seq-n,human_response,data-category,dataset,response_category,SNAFU_switch,human_response_category,SNAFU_human_switch
dog,rank-1,680,gemini-3-pro-preview,2,30,1,dog,animals-gen,hills,"['Canine', 'Pets']",False,"['Canine', 'Pets']",False
hamster,rank-1,680,gemini-3-pro-preview,3,30,1,fish,animals-gen,hills,"['Pets', 'Rodents']",False,"['Fish', 'Water']",True
guinea pig,rank-1,680,gemini-3-pro-preview,4,30,1,cow,animals-gen,hills,"['Pets', 'Rodents']",False,"['Bovine', 'Farm']",True
rabbit,rank-1,680,gemini-3-pro-preview,5,30,1,pig,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Farm'],False
goldfish,rank-1,680,gemini-3-pro-preview,6,30,1,horse,animals-gen,hills,"['Fish', 'Pets', 'Water']",False,"['BeastsOfBurden', 'Farm']",False
bird,rank-1,680,gemini-3-pro-preview,7,30,1,bear,animals-gen,hills,['Bird'],True,['NorthAmerican'],True
parrot,rank-1,680,gemini-3-pro-preview,8,30,1,lamb,animals-gen,hills,"['Bird', 'Pets']",False,['Farm'],True
pigeon,rank-1,680,gemini-3-pro-preview,9,30,1,chicken,animals-gen,hills,['Bird'],False,"['Bird', 'Farm']",False
sparrow,rank-1,680,gemini-3-pro-preview,10,30,1,frog,animals-gen,hills,['Bird'],False,"['ReptileAmphibian', 'Water']",True
eagle,rank-1,680,gemini-3-pro-preview,11,30,1,cheetah,animals-gen,hills,['Bird'],False,"['African', 'Feline']",True
hawk,rank-1,680,gemini-3-pro-preview,12,30,1,jaguar,animals-gen,hills,['Bird'],False,['Feline'],False
lion,rank-1,680,gemini-3-pro-preview,13,30,1,platypus,animals-gen,hills,"['African', 'Feline']",True,"['Australian', 'Water']",True
tiger,rank-1,680,gemini-3-pro-preview,14,30,1,kangaroo,animals-gen,hills,"['African', 'Feline']",False,['Australian'],False
leopard,rank-1,680,gemini-3-pro-preview,15,30,1,wallaby,animals-gen,hills,"['African', 'Feline']",False,['Australian'],False
cheetah,rank-1,680,gemini-3-pro-preview,16,30,1,alligator,animals-gen,hills,"['African', 'Feline']",False,"['ReptileAmphibian', 'Water']",True
elephant,rank-1,680,gemini-3-pro-preview,17,30,1,deer,animals-gen,hills,['African'],False,"['Deers', 'NorthAmerican']",True
giraffe,rank-1,680,gemini-3-pro-preview,18,30,1,moose,animals-gen,hills,['African'],False,"['Deers', 'NorthAmerican']",False
zebra,rank-1,680,gemini-3-pro-preview,19,30,1,duck,animals-gen,hills,['African'],False,['Bird'],True
hippo,rank-1,680,gemini-3-pro-preview,20,30,1,wolf,animals-gen,hills,,True,"['Canine', 'NorthAmerican']",True
rhino,rank-1,680,gemini-3-pro-preview,21,30,1,fox,animals-gen,hills,['African'],True,"['Canine', 'NorthAmerican', 'UsedForFur']",False
monkey,rank-1,680,gemini-3-pro-preview,22,30,1,quail,animals-gen,hills,"['African', 'Primates']",False,['Bird'],True
gorilla,rank-1,680,gemini-3-pro-preview,23,30,1,finch,animals-gen,hills,"['African', 'Primates']",False,['Bird'],False
chimpanzee,rank-1,680,gemini-3-pro-preview,24,30,1,bacterium,animals-gen,hills,"['African', 'Primates']",False,,True
cow,rank-1,680,gemini-3-pro-preview,25,30,1,whale,animals-gen,hills,"['Bovine', 'Farm']",True,"['Fish', 'Water']",True
horse,rank-1,680,gemini-3-pro-preview,26,30,1,octopus,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,['Water'],False
pig,rank-1,680,gemini-3-pro-preview,27,30,1,coral,animals-gen,hills,['Farm'],False,['Water'],False
sheep,rank-1,680,gemini-3-pro-preview,28,30,1,lion,animals-gen,hills,['Farm'],False,"['African', 'Feline']",True
goat,rank-1,680,gemini-3-pro-preview,29,30,1,tiger,animals-gen,hills,['Farm'],False,"['African', 'Feline']",False
chicken,rank-1,680,gemini-3-pro-preview,30,30,1,liger,animals-gen,hills,"['Bird', 'Farm']",False,['Feline'],False
cow,rank-1,780,gemini-3-pro-preview,1,35,1,cow,animals-gen,hills,"['Bovine', 'Farm']",True,"['Bovine', 'Farm']",True
horse,rank-1,780,gemini-3-pro-preview,2,35,1,dog,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['Canine', 'Pets']",True
pig,rank-1,780,gemini-3-pro-preview,3,35,1,cat,animals-gen,hills,['Farm'],False,['Pets'],False
sheep,rank-1,780,gemini-3-pro-preview,4,35,1,elephant,animals-gen,hills,['Farm'],False,['African'],True
goat,rank-1,780,gemini-3-pro-preview,5,35,1,horse,animals-gen,hills,['Farm'],False,"['BeastsOfBurden', 'Farm']",True
chicken,rank-1,780,gemini-3-pro-preview,6,35,1,bird,animals-gen,hills,"['Bird', 'Farm']",False,['Bird'],True
duck,rank-1,780,gemini-3-pro-preview,7,35,1,frog,animals-gen,hills,['Bird'],False,"['ReptileAmphibian', 'Water']",True
turkey,rank-1,780,gemini-3-pro-preview,8,35,1,turtle,animals-gen,hills,"['Bird', 'Farm']",False,"['ReptileAmphibian', 'Water']",False
donkey,rank-1,780,gemini-3-pro-preview,9,35,1,chicken,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['Bird', 'Farm']",True
dog,rank-1,780,gemini-3-pro-preview,10,35,1,duck,animals-gen,hills,"['Canine', 'Pets']",True,['Bird'],False
cat,rank-1,780,gemini-3-pro-preview,11,35,1,sheep,animals-gen,hills,['Pets'],False,['Farm'],True
mouse,rank-1,780,gemini-3-pro-preview,12,35,1,goat,animals-gen,hills,"['Bird', 'Rodents']",True,['Farm'],False
rat,rank-1,780,gemini-3-pro-preview,13,35,1,calf,animals-gen,hills,['Rodents'],False,"['Bovine', 'Farm']",False
squirrel,rank-1,780,gemini-3-pro-preview,14,35,1,mouse,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['Bird', 'Rodents']",True
rabbit,rank-1,780,gemini-3-pro-preview,15,35,1,rat,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Rodents'],False
fox,rank-1,780,gemini-3-pro-preview,16,35,1,possum,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['Australian'],True
wolf,rank-1,780,gemini-3-pro-preview,17,35,1,chipmunk,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['NorthAmerican', 'Rodents']",True
bear,rank-1,780,gemini-3-pro-preview,18,35,1,squirrel,animals-gen,hills,['NorthAmerican'],False,"['NorthAmerican', 'Rodents']",False
deer,rank-1,780,gemini-3-pro-preview,19,35,1,wolf,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['Canine', 'NorthAmerican']",False
moose,rank-1,780,gemini-3-pro-preview,20,35,1,coyote,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['Canine'],False
lion,rank-1,780,gemini-3-pro-preview,21,35,1,cheetah,animals-gen,hills,"['African', 'Feline']",True,"['African', 'Feline']",True
tiger,rank-1,780,gemini-3-pro-preview,22,35,1,lion,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Feline']",False
elephant,rank-1,780,gemini-3-pro-preview,23,35,1,tiger,animals-gen,hills,['African'],False,"['African', 'Feline']",False
giraffe,rank-1,780,gemini-3-pro-preview,24,35,1,bear,animals-gen,hills,['African'],False,['NorthAmerican'],True
zebra,rank-1,780,gemini-3-pro-preview,25,35,1,panda,animals-gen,hills,['African'],False,['Asian'],True
hippo,rank-1,780,gemini-3-pro-preview,26,35,1,koala,animals-gen,hills,,True,['Australian'],True
rhino,rank-1,780,gemini-3-pro-preview,27,35,1,penguin,animals-gen,hills,['African'],True,"['Arctic', 'Bird', 'Water']",True
monkey,rank-1,780,gemini-3-pro-preview,28,35,1,ferret,animals-gen,hills,"['African', 'Primates']",False,"['Farm', 'Weasels']",True
gorilla,rank-1,780,gemini-3-pro-preview,29,35,1,orangutan,animals-gen,hills,"['African', 'Primates']",False,['Primates'],True
chimpanzee,rank-1,780,gemini-3-pro-preview,30,35,1,gorilla,animals-gen,hills,"['African', 'Primates']",False,"['African', 'Primates']",False
snake,rank-1,780,gemini-3-pro-preview,31,35,1,monkey,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,"['African', 'Primates']",False
lizard,rank-1,780,gemini-3-pro-preview,32,35,1,rhino,animals-gen,hills,['ReptileAmphibian'],False,['African'],False
turtle,rank-1,780,gemini-3-pro-preview,33,35,1,giraffe,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['African'],False
crocodile,rank-1,780,gemini-3-pro-preview,34,35,1,parrot,animals-gen,hills,['ReptileAmphibian'],False,"['Bird', 'Pets']",True
alligator,rank-1,780,gemini-3-pro-preview,35,35,1,goose,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Water'],True
penguin,rank-1,779,gemini-3-pro-preview,1,35,1,penguin,animals-gen,hills,"['Arctic', 'Bird', 'Water']",True,"['Arctic', 'Bird', 'Water']",True
polar bear,rank-1,779,gemini-3-pro-preview,2,35,1,bear,animals-gen,hills,['Arctic'],False,['NorthAmerican'],True
seal,rank-1,779,gemini-3-pro-preview,3,35,1,polarbear,animals-gen,hills,"['Arctic', 'Water']",False,['Arctic'],True
walrus,rank-1,779,gemini-3-pro-preview,4,35,1,toucan,animals-gen,hills,"['Arctic', 'Water']",False,['Bird'],True
whale,rank-1,779,gemini-3-pro-preview,5,35,1,hummingbird,animals-gen,hills,"['Fish', 'Water']",False,['Bird'],False
dolphin,rank-1,779,gemini-3-pro-preview,6,35,1,ostrich,animals-gen,hills,"['Insects', 'Water']",False,"['African', 'Bird']",False
shark,rank-1,779,gemini-3-pro-preview,7,35,1,sloth,animals-gen,hills,"['Fish', 'Water']",False,['Jungle'],True
fish,rank-1,779,gemini-3-pro-preview,8,35,1,orangutan,animals-gen,hills,"['Fish', 'Water']",False,['Primates'],True
octopus,rank-1,779,gemini-3-pro-preview,9,35,1,monkey,animals-gen,hills,['Water'],False,"['African', 'Primates']",False
jellyfish,rank-1,779,gemini-3-pro-preview,10,35,1,tiger,animals-gen,hills,['Water'],False,"['African', 'Feline']",False
crab,rank-1,779,gemini-3-pro-preview,11,35,1,lion,animals-gen,hills,['Water'],False,"['African', 'Feline']",False
lobster,rank-1,779,gemini-3-pro-preview,12,35,1,dog,animals-gen,hills,['Water'],False,"['Canine', 'Pets']",True
sea turtle,rank-1,779,gemini-3-pro-preview,13,35,1,cat,animals-gen,hills,['Water'],False,['Pets'],False
turtle,rank-1,779,gemini-3-pro-preview,14,35,1,fish,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Fish', 'Water']",True
frog,rank-1,779,gemini-3-pro-preview,15,35,1,zebra,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['African'],True
toad,rank-1,779,gemini-3-pro-preview,16,35,1,llama,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['BeastsOfBurden', 'UsedForFur']",True
lizard,rank-1,779,gemini-3-pro-preview,17,35,1,pig,animals-gen,hills,['ReptileAmphibian'],False,['Farm'],True
snake,rank-1,779,gemini-3-pro-preview,18,35,1,cow,animals-gen,hills,"['Farm', 'ReptileAmphibian']",False,"['Bovine', 'Farm']",False
crocodile,rank-1,779,gemini-3-pro-preview,19,35,1,rooster,animals-gen,hills,['ReptileAmphibian'],False,['Farm'],False
alligator,rank-1,779,gemini-3-pro-preview,20,35,1,lamb,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Farm'],False
hippo,rank-1,779,gemini-3-pro-preview,21,35,1,sheep,animals-gen,hills,,True,['Farm'],False
rhino,rank-1,779,gemini-3-pro-preview,22,35,1,pelican,animals-gen,hills,['African'],True,['Bird'],True
elephant,rank-1,779,gemini-3-pro-preview,23,35,1,cougar,animals-gen,hills,['African'],False,"['Feline', 'NorthAmerican']",True
giraffe,rank-1,779,gemini-3-pro-preview,24,35,1,barracuda,animals-gen,hills,['African'],False,['Fish'],True
zebra,rank-1,779,gemini-3-pro-preview,25,35,1,horse,animals-gen,hills,['African'],False,"['BeastsOfBurden', 'Farm']",True
lion,rank-1,779,gemini-3-pro-preview,26,35,1,jaguar,animals-gen,hills,"['African', 'Feline']",False,['Feline'],True
tiger,rank-1,779,gemini-3-pro-preview,27,35,1,siberianhusky,animals-gen,hills,"['African', 'Feline']",False,['Canine'],True
bear,rank-1,779,gemini-3-pro-preview,28,35,1,falcon,animals-gen,hills,['NorthAmerican'],True,['Bird'],True
wolf,rank-1,779,gemini-3-pro-preview,29,35,1,deer,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['Deers', 'NorthAmerican']",True
fox,rank-1,779,gemini-3-pro-preview,30,35,1,stag,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['Deers'],False
rabbit,rank-1,779,gemini-3-pro-preview,31,35,1,parrot,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['Bird', 'Pets']",True
squirrel,rank-1,779,gemini-3-pro-preview,32,35,1,turtle,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['ReptileAmphibian', 'Water']",True
chipmunk,rank-1,779,gemini-3-pro-preview,33,35,1,kangaroo,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['Australian'],True
mouse,rank-1,779,gemini-3-pro-preview,34,35,1,koala,animals-gen,hills,"['Bird', 'Rodents']",False,['Australian'],False
rat,rank-1,779,gemini-3-pro-preview,35,35,1,emu,animals-gen,hills,['Rodents'],False,"['Australian', 'Bird']",False
dog,rank-1,390,gemini-3-pro-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,390,gemini-3-pro-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
mouse,rank-1,390,gemini-3-pro-preview,3,35,1,parrot,animals-gen,hills,"['Bird', 'Rodents']",True,"['Bird', 'Pets']",False
rat,rank-1,390,gemini-3-pro-preview,4,35,1,mouse,animals-gen,hills,['Rodents'],False,"['Bird', 'Rodents']",False
hamster,rank-1,390,gemini-3-pro-preview,5,35,1,hamster,animals-gen,hills,"['Pets', 'Rodents']",False,"['Pets', 'Rodents']",False
guinea pig,rank-1,390,gemini-3-pro-preview,6,35,1,alligator,animals-gen,hills,"['Pets', 'Rodents']",False,"['ReptileAmphibian', 'Water']",True
rabbit,rank-1,390,gemini-3-pro-preview,7,35,1,anteater,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Insectivores'],True
cow,rank-1,390,gemini-3-pro-preview,8,35,1,owl,animals-gen,hills,"['Bovine', 'Farm']",True,['Bird'],True
horse,rank-1,390,gemini-3-pro-preview,9,35,1,snake,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['Farm', 'ReptileAmphibian']",True
pig,rank-1,390,gemini-3-pro-preview,10,35,1,frog,animals-gen,hills,['Farm'],False,"['ReptileAmphibian', 'Water']",False
sheep,rank-1,390,gemini-3-pro-preview,11,35,1,jaguar,animals-gen,hills,['Farm'],False,['Feline'],True
goat,rank-1,390,gemini-3-pro-preview,12,35,1,leopard,animals-gen,hills,['Farm'],False,"['African', 'Feline']",False
chicken,rank-1,390,gemini-3-pro-preview,13,35,1,tiger,animals-gen,hills,"['Bird', 'Farm']",False,"['African', 'Feline']",False
duck,rank-1,390,gemini-3-pro-preview,14,35,1,cheetah,animals-gen,hills,['Bird'],False,"['African', 'Feline']",False
goose,rank-1,390,gemini-3-pro-preview,15,35,1,panther,animals-gen,hills,['Water'],True,"['African', 'Feline']",False
turkey,rank-1,390,gemini-3-pro-preview,16,35,1,zebra,animals-gen,hills,"['Bird', 'Farm']",True,['African'],False
deer,rank-1,390,gemini-3-pro-preview,17,35,1,giraffe,animals-gen,hills,"['Deers', 'NorthAmerican']",True,['African'],False
bear,rank-1,390,gemini-3-pro-preview,18,35,1,gazelle,animals-gen,hills,['NorthAmerican'],False,"['African', 'Deers']",False
wolf,rank-1,390,gemini-3-pro-preview,19,35,1,lion,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['African', 'Feline']",False
fox,rank-1,390,gemini-3-pro-preview,20,35,1,polarbear,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['Arctic'],True
squirrel,rank-1,390,gemini-3-pro-preview,21,35,1,penguin,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['Arctic', 'Bird', 'Water']",False
chipmunk,rank-1,390,gemini-3-pro-preview,22,35,1,tortoise,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['ReptileAmphibian'],True
lion,rank-1,390,gemini-3-pro-preview,23,35,1,turtle,animals-gen,hills,"['African', 'Feline']",True,"['ReptileAmphibian', 'Water']",False
tiger,rank-1,390,gemini-3-pro-preview,24,35,1,horse,animals-gen,hills,"['African', 'Feline']",False,"['BeastsOfBurden', 'Farm']",True
leopard,rank-1,390,gemini-3-pro-preview,25,35,1,sheep,animals-gen,hills,"['African', 'Feline']",False,['Farm'],False
cheetah,rank-1,390,gemini-3-pro-preview,26,35,1,pig,animals-gen,hills,"['African', 'Feline']",False,['Farm'],False
elephant,rank-1,390,gemini-3-pro-preview,27,35,1,duck,animals-gen,hills,['African'],False,['Bird'],True
giraffe,rank-1,390,gemini-3-pro-preview,28,35,1,chicken,animals-gen,hills,['African'],False,"['Bird', 'Farm']",False
zebra,rank-1,390,gemini-3-pro-preview,29,35,1,cow,animals-gen,hills,['African'],False,"['Bovine', 'Farm']",False
hippo,rank-1,390,gemini-3-pro-preview,30,35,1,llama,animals-gen,hills,,True,"['BeastsOfBurden', 'UsedForFur']",True
rhino,rank-1,390,gemini-3-pro-preview,31,35,1,bison,animals-gen,hills,['African'],True,"['Bovine', 'NorthAmerican']",True
monkey,rank-1,390,gemini-3-pro-preview,32,35,1,gerbil,animals-gen,hills,"['African', 'Primates']",False,"['Pets', 'Rodents']",True
gorilla,rank-1,390,gemini-3-pro-preview,33,35,1,sloth,animals-gen,hills,"['African', 'Primates']",False,['Jungle'],True
chimpanzee,rank-1,390,gemini-3-pro-preview,34,35,1,elephant,animals-gen,hills,"['African', 'Primates']",False,['African'],True
snake,rank-1,390,gemini-3-pro-preview,35,35,1,wolf,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,"['Canine', 'NorthAmerican']",True
cat,rank-1,781,gemini-3-pro-preview,1,30,1,cat,animals-gen,hills,['Pets'],True,['Pets'],True
dog,rank-1,781,gemini-3-pro-preview,2,30,1,dog,animals-gen,hills,"['Canine', 'Pets']",False,"['Canine', 'Pets']",False
mouse,rank-1,781,gemini-3-pro-preview,3,30,1,horse,animals-gen,hills,"['Bird', 'Rodents']",True,"['BeastsOfBurden', 'Farm']",True
rat,rank-1,781,gemini-3-pro-preview,4,30,1,sheep,animals-gen,hills,['Rodents'],False,['Farm'],False
rabbit,rank-1,781,gemini-3-pro-preview,5,30,1,wolf,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True,"['Canine', 'NorthAmerican']",True
hamster,rank-1,781,gemini-3-pro-preview,6,30,1,pig,animals-gen,hills,"['Pets', 'Rodents']",False,['Farm'],True
guinea pig,rank-1,781,gemini-3-pro-preview,7,30,1,giraffe,animals-gen,hills,"['Pets', 'Rodents']",False,['African'],True
cow,rank-1,781,gemini-3-pro-preview,8,30,1,monkey,animals-gen,hills,"['Bovine', 'Farm']",True,"['African', 'Primates']",False
horse,rank-1,781,gemini-3-pro-preview,9,30,1,chimpanzee,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['African', 'Primates']",False
pig,rank-1,781,gemini-3-pro-preview,10,30,1,koala,animals-gen,hills,['Farm'],False,['Australian'],True
sheep,rank-1,781,gemini-3-pro-preview,11,30,1,kangaroo,animals-gen,hills,['Farm'],False,['Australian'],False
goat,rank-1,781,gemini-3-pro-preview,12,30,1,tiger,animals-gen,hills,['Farm'],False,"['African', 'Feline']",True
chicken,rank-1,781,gemini-3-pro-preview,13,30,1,lion,animals-gen,hills,"['Bird', 'Farm']",False,"['African', 'Feline']",False
duck,rank-1,781,gemini-3-pro-preview,14,30,1,gorilla,animals-gen,hills,['Bird'],False,"['African', 'Primates']",False
goose,rank-1,781,gemini-3-pro-preview,15,30,1,bird,animals-gen,hills,['Water'],True,['Bird'],True
turkey,rank-1,781,gemini-3-pro-preview,16,30,1,snake,animals-gen,hills,"['Bird', 'Farm']",True,"['Farm', 'ReptileAmphibian']",True
lion,rank-1,781,gemini-3-pro-preview,17,30,1,crocodile,animals-gen,hills,"['African', 'Feline']",True,['ReptileAmphibian'],False
tiger,rank-1,781,gemini-3-pro-preview,18,30,1,alligator,animals-gen,hills,"['African', 'Feline']",False,"['ReptileAmphibian', 'Water']",False
bear,rank-1,781,gemini-3-pro-preview,19,30,1,boaconstrictor,animals-gen,hills,['NorthAmerican'],True,['ReptileAmphibian'],False
wolf,rank-1,781,gemini-3-pro-preview,20,30,1,rat,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['Rodents'],True
fox,rank-1,781,gemini-3-pro-preview,21,30,1,mouse,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['Bird', 'Rodents']",False
elephant,rank-1,781,gemini-3-pro-preview,22,30,1,rabbit,animals-gen,hills,['African'],True,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True
giraffe,rank-1,781,gemini-3-pro-preview,23,30,1,cow,animals-gen,hills,['African'],False,"['Bovine', 'Farm']",True
zebra,rank-1,781,gemini-3-pro-preview,24,30,1,chicken,animals-gen,hills,['African'],False,"['Bird', 'Farm']",False
hippo,rank-1,781,gemini-3-pro-preview,25,30,1,chick,animals-gen,hills,,True,['Farm'],False
rhino,rank-1,781,gemini-3-pro-preview,26,30,1,eagle,animals-gen,hills,['African'],True,['Bird'],True
monkey,rank-1,781,gemini-3-pro-preview,27,30,1,guineapig,animals-gen,hills,"['African', 'Primates']",False,"['Pets', 'Rodents']",True
gorilla,rank-1,781,gemini-3-pro-preview,28,30,1,hamster,animals-gen,hills,"['African', 'Primates']",False,"['Pets', 'Rodents']",False
chimpanzee,rank-1,781,gemini-3-pro-preview,29,30,1,liger,animals-gen,hills,"['African', 'Primates']",False,['Feline'],True
snake,rank-1,781,gemini-3-pro-preview,30,30,1,fox,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,"['Canine', 'NorthAmerican', 'UsedForFur']",True
dog,rank-1,679,gemini-3-pro-preview,1,23,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,679,gemini-3-pro-preview,2,23,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
hamster,rank-1,679,gemini-3-pro-preview,3,23,1,bear,animals-gen,hills,"['Pets', 'Rodents']",False,['NorthAmerican'],True
rabbit,rank-1,679,gemini-3-pro-preview,4,23,1,rat,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Rodents'],True
horse,rank-1,679,gemini-3-pro-preview,5,23,1,monkey,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,"['African', 'Primates']",True
cow,rank-1,679,gemini-3-pro-preview,6,23,1,tiger,animals-gen,hills,"['Bovine', 'Farm']",False,"['African', 'Feline']",False
pig,rank-1,679,gemini-3-pro-preview,7,23,1,elephant,animals-gen,hills,['Farm'],False,['African'],False
sheep,rank-1,679,gemini-3-pro-preview,8,23,1,cow,animals-gen,hills,['Farm'],False,"['Bovine', 'Farm']",True
goat,rank-1,679,gemini-3-pro-preview,9,23,1,mule,animals-gen,hills,['Farm'],False,"['BeastsOfBurden', 'Farm']",False
chicken,rank-1,679,gemini-3-pro-preview,10,23,1,horse,animals-gen,hills,"['Bird', 'Farm']",False,"['BeastsOfBurden', 'Farm']",False
duck,rank-1,679,gemini-3-pro-preview,11,23,1,rabbit,animals-gen,hills,['Bird'],False,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True
goose,rank-1,679,gemini-3-pro-preview,12,23,1,kangaroo,animals-gen,hills,['Water'],True,['Australian'],True
turkey,rank-1,679,gemini-3-pro-preview,13,23,1,chimpanzee,animals-gen,hills,"['Bird', 'Farm']",True,"['African', 'Primates']",True
fox,rank-1,679,gemini-3-pro-preview,14,23,1,gorilla,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",True,"['African', 'Primates']",False
wolf,rank-1,679,gemini-3-pro-preview,15,23,1,rhino,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['African'],False
bear,rank-1,679,gemini-3-pro-preview,16,23,1,deer,animals-gen,hills,['NorthAmerican'],False,"['Deers', 'NorthAmerican']",True
lion,rank-1,679,gemini-3-pro-preview,17,23,1,lion,animals-gen,hills,"['African', 'Feline']",True,"['African', 'Feline']",True
tiger,rank-1,679,gemini-3-pro-preview,18,23,1,baboon,animals-gen,hills,"['African', 'Feline']",False,['Primates'],True
elephant,rank-1,679,gemini-3-pro-preview,19,23,1,pig,animals-gen,hills,['African'],False,['Farm'],True
giraffe,rank-1,679,gemini-3-pro-preview,20,23,1,sheep,animals-gen,hills,['African'],False,['Farm'],False
zebra,rank-1,679,gemini-3-pro-preview,21,23,1,goat,animals-gen,hills,['African'],False,['Farm'],False
monkey,rank-1,679,gemini-3-pro-preview,22,23,1,buffalo,animals-gen,hills,"['African', 'Primates']",False,"['African', 'Bovine']",True
gorilla,rank-1,679,gemini-3-pro-preview,23,23,1,bull,animals-gen,hills,"['African', 'Primates']",False,['Feline'],True
cat,rank-1,690,gemini-3-pro-preview,1,14,1,cat,animals-gen,hills,['Pets'],True,['Pets'],True
dog,rank-1,690,gemini-3-pro-preview,2,14,1,dog,animals-gen,hills,"['Canine', 'Pets']",False,"['Canine', 'Pets']",False
bird,rank-1,690,gemini-3-pro-preview,3,14,1,bear,animals-gen,hills,['Bird'],True,['NorthAmerican'],True
fish,rank-1,690,gemini-3-pro-preview,4,14,1,rabbit,animals-gen,hills,"['Fish', 'Water']",True,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False
mouse,rank-1,690,gemini-3-pro-preview,5,14,1,elephant,animals-gen,hills,"['Bird', 'Rodents']",True,['African'],True
hamster,rank-1,690,gemini-3-pro-preview,6,14,1,beaver,animals-gen,hills,"['Pets', 'Rodents']",False,"['NorthAmerican', 'Rodents', 'UsedForFur', 'Water']",True
rabbit,rank-1,690,gemini-3-pro-preview,7,14,1,cow,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['Bovine', 'Farm']",True
horse,rank-1,690,gemini-3-pro-preview,8,14,1,horse,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,"['BeastsOfBurden', 'Farm']",False
cow,rank-1,690,gemini-3-pro-preview,9,14,1,fox,animals-gen,hills,"['Bovine', 'Farm']",False,"['Canine', 'NorthAmerican', 'UsedForFur']",True
pig,rank-1,690,gemini-3-pro-preview,10,14,1,wolf,animals-gen,hills,['Farm'],False,"['Canine', 'NorthAmerican']",False
sheep,rank-1,690,gemini-3-pro-preview,11,14,1,mouse,animals-gen,hills,['Farm'],False,"['Bird', 'Rodents']",True
goat,rank-1,690,gemini-3-pro-preview,12,14,1,lamb,animals-gen,hills,['Farm'],False,['Farm'],True
chicken,rank-1,690,gemini-3-pro-preview,13,14,1,kitten,animals-gen,hills,"['Bird', 'Farm']",False,['Pets'],True
duck,rank-1,690,gemini-3-pro-preview,14,14,1,sheep,animals-gen,hills,['Bird'],False,['Farm'],True
dog,rank-1,896,gemini-3-pro-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,896,gemini-3-pro-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
