response,seq_type,id,model,rank,target_length,sub-seq-n,human_response,data-category,dataset,response_category,SNAFU_switch,human_response_category,SNAFU_human_switch,response_unmodified,embedding_switch_prediction,switch_embedding
lion,rank-1,692,gemini-3-flash-preview,11,35,1,dog,animals-gen,hills,"['African', 'Feline']",False,"['Canine', 'Pets']",False,lion,True,median
tiger,rank-1,692,gemini-3-flash-preview,12,35,1,mouse,animals-gen,hills,"['African', 'Feline']",False,"['Bird', 'Rodents']",True,tiger,False,median
cheetah,rank-1,692,gemini-3-flash-preview,13,35,1,rat,animals-gen,hills,"['African', 'Feline']",False,['Rodents'],False,cheetah,False,median
leopard,rank-1,692,gemini-3-flash-preview,14,35,1,tiger,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Feline']",True,leopard,False,median
hyena,rank-1,692,gemini-3-flash-preview,15,35,1,lion,animals-gen,hills,"['African', 'Canine']",False,"['African', 'Feline']",False,hyena,True,median
crocodile,rank-1,692,gemini-3-flash-preview,16,35,1,giraffe,animals-gen,hills,['ReptileAmphibian'],True,['African'],False,crocodile,True,median
alligator,rank-1,692,gemini-3-flash-preview,17,35,1,bird,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Bird'],True,alligator,False,median
turtle,rank-1,692,gemini-3-flash-preview,18,35,1,hawk,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Bird'],False,turtle,True,median
snake,rank-1,692,gemini-3-flash-preview,19,35,1,snake,animals-gen,hills,"['Farm', 'ReptileAmphibian']",False,"['Farm', 'ReptileAmphibian']",True,snake,True,median
lizard,rank-1,692,gemini-3-flash-preview,20,35,1,hamster,animals-gen,hills,['ReptileAmphibian'],False,"['Pets', 'Rodents']",True,lizard,False,median
frog,rank-1,692,gemini-3-flash-preview,21,35,1,gerbil,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Pets', 'Rodents']",False,frog,True,median
bear,rank-1,692,gemini-3-flash-preview,22,35,1,guineapig,animals-gen,hills,['NorthAmerican'],True,"['Pets', 'Rodents']",False,bear,True,median
wolf,rank-1,692,gemini-3-flash-preview,23,35,1,pig,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['Farm'],True,wolf,True,median
fox,rank-1,692,gemini-3-flash-preview,24,35,1,goat,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['Farm'],False,fox,True,median
deer,rank-1,692,gemini-3-flash-preview,25,35,1,horse,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['BeastsOfBurden', 'Farm']",False,deer,True,median
moose,rank-1,692,gemini-3-flash-preview,26,35,1,chicken,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['Bird', 'Farm']",False,moose,False,median
squirrel,rank-1,692,gemini-3-flash-preview,27,35,1,turkey,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['Bird', 'Farm']",False,squirrel,True,median
rabbit,rank-1,692,gemini-3-flash-preview,28,35,1,cow,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['Bovine', 'Farm']",False,rabbit,False,median
hamster,rank-1,692,gemini-3-flash-preview,29,35,1,jaguar,animals-gen,hills,"['Pets', 'Rodents']",False,['Feline'],True,hamster,False,median
guinea_pig,rank-1,692,gemini-3-flash-preview,30,35,1,panther,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Feline']",False,guinea pig,False,median
mouse,rank-1,692,gemini-3-flash-preview,31,35,1,leopard,animals-gen,hills,"['Bird', 'Rodents']",False,"['African', 'Feline']",False,mouse,True,median
rat,rank-1,692,gemini-3-flash-preview,32,35,1,whale,animals-gen,hills,['Rodents'],False,"['Fish', 'Water']",True,rat,False,median
cat,rank-1,692,gemini-3-flash-preview,33,35,1,vulture,animals-gen,hills,['Pets'],True,['Bird'],True,cat,True,median
dog,rank-1,692,gemini-3-flash-preview,34,35,1,quail,animals-gen,hills,"['Canine', 'Pets']",False,['Bird'],False,dog,False,median
horse,rank-1,692,gemini-3-flash-preview,35,35,1,eagle,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,['Bird'],False,horse,True,median
dog,rank-1,494,gemini-3-flash-preview,1,29,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True,dog,False,median
cat,rank-1,494,gemini-3-flash-preview,2,29,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False,cat,False,median
hamster,rank-1,494,gemini-3-flash-preview,3,29,1,bird,animals-gen,hills,"['Pets', 'Rodents']",False,['Bird'],True,hamster,False,median
rabbit,rank-1,494,gemini-3-flash-preview,4,29,1,rat,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Rodents'],True,rabbit,False,median
guinea_pig,rank-1,494,gemini-3-flash-preview,5,29,1,mouse,animals-gen,hills,"['Pets', 'Rodents']",False,"['Bird', 'Rodents']",False,guinea pig,True,median
mouse,rank-1,494,gemini-3-flash-preview,6,29,1,lizard,animals-gen,hills,"['Bird', 'Rodents']",False,['ReptileAmphibian'],True,mouse,True,median
rat,rank-1,494,gemini-3-flash-preview,7,29,1,snake,animals-gen,hills,['Rodents'],False,"['Farm', 'ReptileAmphibian']",False,rat,False,median
horse,rank-1,494,gemini-3-flash-preview,8,29,1,lion,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,"['African', 'Feline']",True,horse,True,median
cow,rank-1,494,gemini-3-flash-preview,9,29,1,giraffe,animals-gen,hills,"['Bovine', 'Farm']",False,['African'],False,cow,False,median
pig,rank-1,494,gemini-3-flash-preview,10,29,1,tiger,animals-gen,hills,['Farm'],False,"['African', 'Feline']",False,pig,False,median
sheep,rank-1,494,gemini-3-flash-preview,11,29,1,eagle,animals-gen,hills,['Farm'],False,['Bird'],True,sheep,False,median
goat,rank-1,494,gemini-3-flash-preview,12,29,1,groundhog,animals-gen,hills,['Farm'],False,"['Rodents', 'Weasels']",True,goat,False,median
chicken,rank-1,494,gemini-3-flash-preview,13,29,1,opossum,animals-gen,hills,"['Bird', 'Farm']",False,['NorthAmerican'],True,chicken,True,median
duck,rank-1,494,gemini-3-flash-preview,14,29,1,parrot,animals-gen,hills,['Bird'],False,"['Bird', 'Pets']",True,duck,False,median
goose,rank-1,494,gemini-3-flash-preview,15,29,1,bear,animals-gen,hills,['Water'],True,['NorthAmerican'],True,goose,False,median
turkey,rank-1,494,gemini-3-flash-preview,16,29,1,owl,animals-gen,hills,"['Bird', 'Farm']",True,['Bird'],True,turkey,True,median
deer,rank-1,494,gemini-3-flash-preview,17,29,1,alligator,animals-gen,hills,"['Deers', 'NorthAmerican']",True,"['ReptileAmphibian', 'Water']",True,deer,True,median
bear,rank-1,494,gemini-3-flash-preview,18,29,1,gerbil,animals-gen,hills,['NorthAmerican'],False,"['Pets', 'Rodents']",True,bear,True,median
wolf,rank-1,494,gemini-3-flash-preview,19,29,1,fish,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['Fish', 'Water']",True,wolf,True,median
fox,rank-1,494,gemini-3-flash-preview,20,29,1,shark,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['Fish', 'Water']",False,fox,True,median
lion,rank-1,494,gemini-3-flash-preview,21,29,1,whale,animals-gen,hills,"['African', 'Feline']",True,"['Fish', 'Water']",False,lion,True,median
tiger,rank-1,494,gemini-3-flash-preview,22,29,1,jellyfish,animals-gen,hills,"['African', 'Feline']",False,['Water'],False,tiger,False,median
leopard,rank-1,494,gemini-3-flash-preview,23,29,1,bat,animals-gen,hills,"['African', 'Feline']",False,['Insectivores'],True,leopard,False,median
elephant,rank-1,494,gemini-3-flash-preview,24,29,1,hippopotamus,animals-gen,hills,['African'],False,['African'],True,elephant,True,median
zebra,rank-1,494,gemini-3-flash-preview,25,29,1,cow,animals-gen,hills,['African'],False,"['Bovine', 'Farm']",True,zebra,False,median
giraffe,rank-1,494,gemini-3-flash-preview,26,29,1,pig,animals-gen,hills,['African'],False,['Farm'],False,giraffe,False,median
monkey,rank-1,494,gemini-3-flash-preview,27,29,1,chicken,animals-gen,hills,"['African', 'Primates']",False,"['Bird', 'Farm']",False,monkey,True,median
gorilla,rank-1,494,gemini-3-flash-preview,28,29,1,horse,animals-gen,hills,"['African', 'Primates']",False,"['BeastsOfBurden', 'Farm']",False,gorilla,False,median
kangaroo,rank-1,494,gemini-3-flash-preview,29,29,1,labradorretriever,animals-gen,hills,['Australian'],True,"['Canine', 'Pets']",True,kangaroo,True,median
human,rank-1,481,gemini-3-flash-preview,1,35,1,human,animals-gen,hills,['Primates'],True,['Primates'],True,human,False,median
monkey,rank-1,481,gemini-3-flash-preview,2,35,1,monkey,animals-gen,hills,"['African', 'Primates']",False,"['African', 'Primates']",False,monkey,True,median
chimpanzee,rank-1,481,gemini-3-flash-preview,3,35,1,bird,animals-gen,hills,"['African', 'Primates']",False,['Bird'],True,chimpanzee,False,median
gorilla,rank-1,481,gemini-3-flash-preview,4,35,1,frog,animals-gen,hills,"['African', 'Primates']",False,"['ReptileAmphibian', 'Water']",True,gorilla,False,median
orangutan,rank-1,481,gemini-3-flash-preview,5,35,1,leopard,animals-gen,hills,['Primates'],False,"['African', 'Feline']",True,orangutan,False,median
lion,rank-1,481,gemini-3-flash-preview,6,35,1,tiger,animals-gen,hills,"['African', 'Feline']",True,"['African', 'Feline']",False,lion,True,median
tiger,rank-1,481,gemini-3-flash-preview,7,35,1,giraffe,animals-gen,hills,"['African', 'Feline']",False,['African'],False,tiger,False,median
leopard,rank-1,481,gemini-3-flash-preview,8,35,1,elephant,animals-gen,hills,"['African', 'Feline']",False,['African'],False,leopard,False,median
cheetah,rank-1,481,gemini-3-flash-preview,9,35,1,gorilla,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Primates']",False,cheetah,False,median
elephant,rank-1,481,gemini-3-flash-preview,10,35,1,snake,animals-gen,hills,['African'],False,"['Farm', 'ReptileAmphibian']",True,elephant,True,median
giraffe,rank-1,481,gemini-3-flash-preview,11,35,1,fly,animals-gen,hills,['African'],False,['Insects'],True,giraffe,False,median
zebra,rank-1,481,gemini-3-flash-preview,12,35,1,anteater,animals-gen,hills,['African'],False,['Insectivores'],True,zebra,False,median
rhino,rank-1,481,gemini-3-flash-preview,13,35,1,dog,animals-gen,hills,['African'],False,"['Canine', 'Pets']",True,rhino,False,median
hippo,rank-1,481,gemini-3-flash-preview,14,35,1,cat,animals-gen,hills,,True,['Pets'],False,hippo,False,median
crocodile,rank-1,481,gemini-3-flash-preview,15,35,1,hamster,animals-gen,hills,['ReptileAmphibian'],True,"['Pets', 'Rodents']",False,crocodile,False,median
alligator,rank-1,481,gemini-3-flash-preview,16,35,1,rat,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Rodents'],False,alligator,False,median
snake,rank-1,481,gemini-3-flash-preview,17,35,1,mouse,animals-gen,hills,"['Farm', 'ReptileAmphibian']",False,"['Bird', 'Rodents']",False,snake,True,median
lizard,rank-1,481,gemini-3-flash-preview,18,35,1,turtle,animals-gen,hills,['ReptileAmphibian'],False,"['ReptileAmphibian', 'Water']",True,lizard,False,median
turtle,rank-1,481,gemini-3-flash-preview,19,35,1,guineapig,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Pets', 'Rodents']",True,turtle,False,median
frog,rank-1,481,gemini-3-flash-preview,20,35,1,kangaroo,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Australian'],True,frog,True,median
toad,rank-1,481,gemini-3-flash-preview,21,35,1,koala,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Australian'],False,toad,False,median
shark,rank-1,481,gemini-3-flash-preview,22,35,1,chipmunk,animals-gen,hills,"['Fish', 'Water']",False,"['NorthAmerican', 'Rodents']",True,shark,True,median
whale,rank-1,481,gemini-3-flash-preview,23,35,1,squirrel,animals-gen,hills,"['Fish', 'Water']",False,"['NorthAmerican', 'Rodents']",False,whale,False,median
dolphin,rank-1,481,gemini-3-flash-preview,24,35,1,crocodile,animals-gen,hills,"['Insects', 'Water']",False,['ReptileAmphibian'],True,dolphin,False,median
seal,rank-1,481,gemini-3-flash-preview,25,35,1,alligator,animals-gen,hills,"['Arctic', 'Water']",False,"['ReptileAmphibian', 'Water']",False,seal,True,median
walrus,rank-1,481,gemini-3-flash-preview,26,35,1,liger,animals-gen,hills,"['Arctic', 'Water']",False,['Feline'],True,walrus,True,median
penguin,rank-1,481,gemini-3-flash-preview,27,35,1,flamingo,animals-gen,hills,"['Arctic', 'Bird', 'Water']",False,['Bird'],True,penguin,True,median
polar_bear,rank-1,481,gemini-3-flash-preview,28,35,1,seal,animals-gen,hills,['Arctic'],False,"['Arctic', 'Water']",True,polar bear,True,median
arctic_fox,rank-1,481,gemini-3-flash-preview,29,35,1,whale,animals-gen,hills,['Arctic'],False,"['Fish', 'Water']",False,arctic fox,True,median
wolf,rank-1,481,gemini-3-flash-preview,30,35,1,goldfish,animals-gen,hills,"['Canine', 'NorthAmerican']",True,"['Fish', 'Pets', 'Water']",False,wolf,True,median
bear,rank-1,481,gemini-3-flash-preview,31,35,1,bettafish,animals-gen,hills,['NorthAmerican'],False,"['Fish', 'Pets', 'Water']",False,bear,True,median
deer,rank-1,481,gemini-3-flash-preview,32,35,1,clownfish,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['Fish'],False,deer,True,median
rabbit,rank-1,481,gemini-3-flash-preview,33,35,1,polarbear,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Arctic'],True,rabbit,True,median
squirrel,rank-1,481,gemini-3-flash-preview,34,35,1,brownbear,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['NorthAmerican'],True,squirrel,False,median
mouse,rank-1,481,gemini-3-flash-preview,35,35,1,blackbear,animals-gen,hills,"['Bird', 'Rodents']",False,['NorthAmerican'],False,mouse,True,median
dog,rank-1,287,gemini-3-flash-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True,dog,False,median
cat,rank-1,287,gemini-3-flash-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False,cat,False,median
hamster,rank-1,287,gemini-3-flash-preview,3,35,1,bird,animals-gen,hills,"['Pets', 'Rodents']",False,['Bird'],True,hamster,False,median
rabbit,rank-1,287,gemini-3-flash-preview,4,35,1,squirrel,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['NorthAmerican', 'Rodents']",True,rabbit,False,median
guinea_pig,rank-1,287,gemini-3-flash-preview,5,35,1,chipmunk,animals-gen,hills,"['Pets', 'Rodents']",False,"['NorthAmerican', 'Rodents']",False,guinea pig,True,median
mouse,rank-1,287,gemini-3-flash-preview,6,35,1,elephant,animals-gen,hills,"['Bird', 'Rodents']",False,['African'],True,mouse,True,median
rat,rank-1,287,gemini-3-flash-preview,7,35,1,lion,animals-gen,hills,['Rodents'],False,"['African', 'Feline']",False,rat,False,median
squirrel,rank-1,287,gemini-3-flash-preview,8,35,1,tiger,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['African', 'Feline']",False,squirrel,True,median
chipmunk,rank-1,287,gemini-3-flash-preview,9,35,1,bear,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['NorthAmerican'],True,chipmunk,False,median
deer,rank-1,287,gemini-3-flash-preview,10,35,1,mouse,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['Bird', 'Rodents']",True,deer,True,median
bear,rank-1,287,gemini-3-flash-preview,11,35,1,rat,animals-gen,hills,['NorthAmerican'],False,['Rodents'],False,bear,True,median
wolf,rank-1,287,gemini-3-flash-preview,12,35,1,sheep,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['Farm'],True,wolf,True,median
fox,rank-1,287,gemini-3-flash-preview,13,35,1,lamb,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['Farm'],False,fox,True,median
lion,rank-1,287,gemini-3-flash-preview,14,35,1,pig,animals-gen,hills,"['African', 'Feline']",True,['Farm'],False,lion,True,median
tiger,rank-1,287,gemini-3-flash-preview,15,35,1,donkey,animals-gen,hills,"['African', 'Feline']",False,"['BeastsOfBurden', 'Farm']",False,tiger,False,median
leopard,rank-1,287,gemini-3-flash-preview,16,35,1,goose,animals-gen,hills,"['African', 'Feline']",False,['Water'],True,leopard,False,median
cheetah,rank-1,287,gemini-3-flash-preview,17,35,1,rooster,animals-gen,hills,"['African', 'Feline']",False,['Farm'],True,cheetah,False,median
zebra,rank-1,287,gemini-3-flash-preview,18,35,1,monkey,animals-gen,hills,['African'],False,"['African', 'Primates']",True,zebra,False,median
giraffe,rank-1,287,gemini-3-flash-preview,19,35,1,gorilla,animals-gen,hills,['African'],False,"['African', 'Primates']",False,giraffe,False,median
elephant,rank-1,287,gemini-3-flash-preview,20,35,1,giraffe,animals-gen,hills,['African'],False,['African'],False,elephant,False,median
hippo,rank-1,287,gemini-3-flash-preview,21,35,1,penguin,animals-gen,hills,,True,"['Arctic', 'Bird', 'Water']",True,hippo,False,median
rhino,rank-1,287,gemini-3-flash-preview,22,35,1,dolphin,animals-gen,hills,['African'],True,"['Insects', 'Water']",False,rhino,False,median
horse,rank-1,287,gemini-3-flash-preview,23,35,1,whale,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,"['Fish', 'Water']",False,horse,True,median
donkey,rank-1,287,gemini-3-flash-preview,24,35,1,fish,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['Fish', 'Water']",False,donkey,False,median
cow,rank-1,287,gemini-3-flash-preview,25,35,1,crab,animals-gen,hills,"['Bovine', 'Farm']",False,['Water'],False,cow,False,median
pig,rank-1,287,gemini-3-flash-preview,26,35,1,turtle,animals-gen,hills,['Farm'],False,"['ReptileAmphibian', 'Water']",False,pig,False,median
sheep,rank-1,287,gemini-3-flash-preview,27,35,1,seahorse,animals-gen,hills,['Farm'],False,['Water'],False,sheep,True,median
goat,rank-1,287,gemini-3-flash-preview,28,35,1,fox,animals-gen,hills,['Farm'],False,"['Canine', 'NorthAmerican', 'UsedForFur']",True,goat,False,median
chicken,rank-1,287,gemini-3-flash-preview,29,35,1,rabbit,animals-gen,hills,"['Bird', 'Farm']",False,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,chicken,True,median
duck,rank-1,287,gemini-3-flash-preview,30,35,1,bunny,animals-gen,hills,['Bird'],False,['Rabbit'],False,duck,True,median
goose,rank-1,287,gemini-3-flash-preview,31,35,1,gerbil,animals-gen,hills,['Water'],True,"['Pets', 'Rodents']",True,goose,False,median
swan,rank-1,287,gemini-3-flash-preview,32,35,1,guineapig,animals-gen,hills,['Bird'],True,"['Pets', 'Rodents']",False,swan,True,median
penguin,rank-1,287,gemini-3-flash-preview,33,35,1,hamster,animals-gen,hills,"['Arctic', 'Bird', 'Water']",False,"['Pets', 'Rodents']",False,penguin,True,median
seal,rank-1,287,gemini-3-flash-preview,34,35,1,kangaroo,animals-gen,hills,"['Arctic', 'Water']",False,['Australian'],True,seal,True,median
whale,rank-1,287,gemini-3-flash-preview,35,35,1,koala,animals-gen,hills,"['Fish', 'Water']",False,['Australian'],False,whale,True,median
cat,rank-1,582,gemini-3-flash-preview,1,35,1,cat,animals-gen,hills,['Pets'],True,['Pets'],True,cat,False,median
dog,rank-1,582,gemini-3-flash-preview,2,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",False,"['Canine', 'Pets']",False,dog,False,median
hamster,rank-1,582,gemini-3-flash-preview,3,35,1,fish,animals-gen,hills,"['Pets', 'Rodents']",False,"['Fish', 'Water']",True,hamster,True,median
rabbit,rank-1,582,gemini-3-flash-preview,4,35,1,snake,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['Farm', 'ReptileAmphibian']",True,rabbit,False,median
guinea_pig,rank-1,582,gemini-3-flash-preview,5,35,1,snail,animals-gen,hills,"['Pets', 'Rodents']",False,['Water'],True,guinea pig,False,median
mouse,rank-1,582,gemini-3-flash-preview,6,35,1,frog,animals-gen,hills,"['Bird', 'Rodents']",False,"['ReptileAmphibian', 'Water']",False,mouse,True,median
rat,rank-1,582,gemini-3-flash-preview,7,35,1,bird,animals-gen,hills,['Rodents'],False,['Bird'],True,rat,False,median
squirrel,rank-1,582,gemini-3-flash-preview,8,35,1,tiger,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['African', 'Feline']",True,squirrel,True,median
chipmunk,rank-1,582,gemini-3-flash-preview,9,35,1,lion,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['African', 'Feline']",False,chipmunk,False,median
raccoon,rank-1,582,gemini-3-flash-preview,10,35,1,puma,animals-gen,hills,['NorthAmerican'],False,"['Feline', 'NorthAmerican']",False,raccoon,False,median
fox,rank-1,582,gemini-3-flash-preview,11,35,1,panther,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['African', 'Feline']",False,fox,True,median
wolf,rank-1,582,gemini-3-flash-preview,12,35,1,zebra,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['African'],False,wolf,True,median
bear,rank-1,582,gemini-3-flash-preview,13,35,1,crocodile,animals-gen,hills,['NorthAmerican'],False,['ReptileAmphibian'],True,bear,True,median
deer,rank-1,582,gemini-3-flash-preview,14,35,1,alligator,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['ReptileAmphibian', 'Water']",False,deer,True,median
moose,rank-1,582,gemini-3-flash-preview,15,35,1,clam,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['Water'],False,moose,False,median
elk,rank-1,582,gemini-3-flash-preview,16,35,1,slug,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['Water'],False,elk,False,median
horse,rank-1,582,gemini-3-flash-preview,17,35,1,possum,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,['Australian'],True,horse,True,median
cow,rank-1,582,gemini-3-flash-preview,18,35,1,raccoon,animals-gen,hills,"['Bovine', 'Farm']",False,['NorthAmerican'],True,cow,False,median
pig,rank-1,582,gemini-3-flash-preview,19,35,1,chipmunk,animals-gen,hills,['Farm'],False,"['NorthAmerican', 'Rodents']",False,pig,False,median
sheep,rank-1,582,gemini-3-flash-preview,20,35,1,squirrel,animals-gen,hills,['Farm'],False,"['NorthAmerican', 'Rodents']",False,sheep,False,median
goat,rank-1,582,gemini-3-flash-preview,21,35,1,skunk,animals-gen,hills,['Farm'],False,"['NorthAmerican', 'Weasels']",False,goat,False,median
chicken,rank-1,582,gemini-3-flash-preview,22,35,1,deer,animals-gen,hills,"['Bird', 'Farm']",False,"['Deers', 'NorthAmerican']",False,chicken,True,median
duck,rank-1,582,gemini-3-flash-preview,23,35,1,owl,animals-gen,hills,['Bird'],False,['Bird'],True,duck,False,median
goose,rank-1,582,gemini-3-flash-preview,24,35,1,bear,animals-gen,hills,['Water'],True,['NorthAmerican'],True,goose,False,median
turkey,rank-1,582,gemini-3-flash-preview,25,35,1,moose,animals-gen,hills,"['Bird', 'Farm']",True,"['Deers', 'NorthAmerican']",False,turkey,True,median
peacock,rank-1,582,gemini-3-flash-preview,26,35,1,anteater,animals-gen,hills,['Bird'],False,['Insectivores'],True,peacock,True,median
swan,rank-1,582,gemini-3-flash-preview,27,35,1,muskrat,animals-gen,hills,['Bird'],False,"['Rodents', 'Water']",True,swan,False,median
crane,rank-1,582,gemini-3-flash-preview,28,35,1,warthog,animals-gen,hills,['Feline'],True,['African'],True,crane,True,median
heron,rank-1,582,gemini-3-flash-preview,29,35,1,meerkat,animals-gen,hills,['Bird'],True,['African'],False,heron,True,median
frog,rank-1,582,gemini-3-flash-preview,30,35,1,hyena,animals-gen,hills,"['ReptileAmphibian', 'Water']",True,"['African', 'Canine']",False,frog,True,median
toad,rank-1,582,gemini-3-flash-preview,31,35,1,buffalo,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['African', 'Bovine']",False,toad,False,median
turtle,rank-1,582,gemini-3-flash-preview,32,35,1,lemur,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['African', 'Primates']",False,turtle,True,median
snake,rank-1,582,gemini-3-flash-preview,33,35,1,sloth,animals-gen,hills,"['Farm', 'ReptileAmphibian']",False,['Jungle'],True,snake,True,median
lizard,rank-1,582,gemini-3-flash-preview,34,35,1,panda,animals-gen,hills,['ReptileAmphibian'],False,['Asian'],True,lizard,False,median
alligator,rank-1,582,gemini-3-flash-preview,35,35,1,koala,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Australian'],True,alligator,False,median
skunk,rank-1,498,gemini-3-flash-preview,1,26,1,skunk,animals-gen,hills,"['NorthAmerican', 'Weasels']",True,"['NorthAmerican', 'Weasels']",True,skunk,False,median
raccoon,rank-1,498,gemini-3-flash-preview,2,26,1,giraffe,animals-gen,hills,['NorthAmerican'],False,['African'],True,raccoon,False,median
opossum,rank-1,498,gemini-3-flash-preview,3,26,1,dog,animals-gen,hills,['NorthAmerican'],False,"['Canine', 'Pets']",True,opossum,False,median
squirrel,rank-1,498,gemini-3-flash-preview,4,26,1,cat,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['Pets'],False,squirrel,True,median
chipmunk,rank-1,498,gemini-3-flash-preview,5,26,1,monkey,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['African', 'Primates']",True,chipmunk,False,median
rabbit,rank-1,498,gemini-3-flash-preview,6,26,1,kangaroo,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Australian'],True,rabbit,True,median
deer,rank-1,498,gemini-3-flash-preview,7,26,1,zebra,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['African'],True,deer,True,median
bear,rank-1,498,gemini-3-flash-preview,8,26,1,dinosaur,animals-gen,hills,['NorthAmerican'],False,"['Dinosaur', 'ReptileAmphibian']",True,bear,True,median
wolf,rank-1,498,gemini-3-flash-preview,9,26,1,spider,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['Arachnid', 'Farm']",True,wolf,True,median
fox,rank-1,498,gemini-3-flash-preview,10,26,1,snake,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['Farm', 'ReptileAmphibian']",False,fox,True,median
coyote,rank-1,498,gemini-3-flash-preview,11,26,1,ant,animals-gen,hills,['Canine'],False,['Insects'],True,coyote,True,median
moose,rank-1,498,gemini-3-flash-preview,12,26,1,bee,animals-gen,hills,"['Deers', 'NorthAmerican']",True,['Insects'],False,moose,False,median
beaver,rank-1,498,gemini-3-flash-preview,13,26,1,mosquito,animals-gen,hills,"['NorthAmerican', 'Rodents', 'UsedForFur', 'Water']",False,['Insects'],False,beaver,False,median
otter,rank-1,498,gemini-3-flash-preview,14,26,1,bird,animals-gen,hills,"['Water', 'Weasels']",False,['Bird'],True,otter,False,median
seal,rank-1,498,gemini-3-flash-preview,15,26,1,eagle,animals-gen,hills,"['Arctic', 'Water']",False,['Bird'],False,seal,True,median
whale,rank-1,498,gemini-3-flash-preview,16,26,1,tiger,animals-gen,hills,"['Fish', 'Water']",False,"['African', 'Feline']",True,whale,True,median
dolphin,rank-1,498,gemini-3-flash-preview,17,26,1,lion,animals-gen,hills,"['Insects', 'Water']",False,"['African', 'Feline']",False,dolphin,False,median
shark,rank-1,498,gemini-3-flash-preview,18,26,1,bear,animals-gen,hills,"['Fish', 'Water']",False,['NorthAmerican'],True,shark,False,median
octopus,rank-1,498,gemini-3-flash-preview,19,26,1,mountainlion,animals-gen,hills,['Water'],False,"['Feline', 'NorthAmerican']",False,octopus,False,median
crab,rank-1,498,gemini-3-flash-preview,20,26,1,devil,animals-gen,hills,['Water'],False,['Australian'],True,crab,False,median
